id,issue_id,assignment_id,escalation_type,escalated_to_role,escalated_by_user_id,reason,total_missed_calls,time_elapsed_without_response,notification_sent,notification_sent_at,resolved,resolved_at,created_at,updated_at
26,199,185,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-07-26 16:45:50.000000+00,false,,2024-07-26 16:45:50.000000+00,2024-07-26 16:45:50.000000+00
27,200,187,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,40:00:00,true,2024-04-15 09:32:42.000000+00,false,,2024-04-15 09:32:42.000000+00,2024-04-15 09:32:42.000000+00
28,215,202,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2022-06-07 06:17:49.000000+00,false,,2022-06-07 06:17:49.000000+00,2022-06-07 06:17:49.000000+00
29,229,214,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,40:00:00,true,2024-10-11 11:26:40.000000+00,false,,2024-10-11 11:26:40.000000+00,2024-10-11 11:26:40.000000+00
30,241,226,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,08:00:00,true,2025-05-29 03:54:19.000000+00,false,,2025-05-29 03:54:19.000000+00,2025-05-29 03:54:19.000000+00
31,243,228,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-07-05 15:34:59.000000+00,false,,2025-07-05 15:34:59.000000+00,2025-07-05 15:34:59.000000+00
32,244,229,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,20:00:00,true,2022-02-13 14:06:56.000000+00,false,,2022-02-13 14:06:56.000000+00,2022-02-13 14:06:56.000000+00
33,250,234,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,20:00:00,true,2022-07-21 13:03:59.000000+00,false,,2022-07-21 13:03:59.000000+00,2022-07-21 13:03:59.000000+00
34,253,237,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-04-23 01:39:58.000000+00,false,,2022-04-23 01:39:58.000000+00,2022-04-23 01:39:58.000000+00
35,262,245,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-01-09 23:35:58.000000+00,false,,2022-01-09 23:35:58.000000+00,2022-01-09 23:35:58.000000+00
36,266,249,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 5 call(s) (threshold: 5),5,20:00:00,true,2022-05-02 12:56:01.000000+00,false,,2022-05-02 12:56:01.000000+00,2022-05-02 12:56:01.000000+00
37,273,256,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-01-27 11:22:14.000000+00,false,,2025-01-27 11:22:14.000000+00,2025-01-27 11:22:14.000000+00
38,294,275,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-05-26 16:21:50.000000+00,false,,2024-05-26 16:21:50.000000+00,2024-05-26 16:21:50.000000+00
39,303,281,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,10:00:00,true,2026-01-01 00:58:10.000000+00,false,,2026-01-01 00:58:10.000000+00,2026-01-01 00:58:10.000000+00
40,308,285,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-03-18 09:02:01.000000+00,false,,2024-03-18 09:02:01.000000+00,2024-03-18 09:02:01.000000+00
41,311,290,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2023-07-01 01:37:49.000000+00,false,,2023-07-01 01:37:49.000000+00,2023-07-01 01:37:49.000000+00
42,312,291,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-09-08 12:38:02.000000+00,false,,2024-09-08 12:38:02.000000+00,2024-09-08 12:38:02.000000+00
43,338,315,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-02-28 21:17:36.000000+00,false,,2022-02-28 21:17:36.000000+00,2022-02-28 21:17:36.000000+00
44,341,318,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,08:00:00,true,2024-08-22 16:47:37.000000+00,false,,2024-08-22 16:47:37.000000+00,2024-08-22 16:47:37.000000+00
45,371,346,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-11-06 17:51:23.000000+00,false,,2024-11-06 17:51:23.000000+00,2024-11-06 17:51:23.000000+00
46,381,354,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2023-03-21 20:59:55.000000+00,false,,2023-03-21 20:59:55.000000+00,2023-03-21 20:59:55.000000+00
47,382,355,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-12-30 00:42:46.000000+00,false,,2022-12-30 00:42:46.000000+00,2022-12-30 00:42:46.000000+00
48,390,363,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-01-31 01:42:11.000000+00,false,,2025-01-31 01:42:11.000000+00,2025-01-31 01:42:11.000000+00
49,392,365,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-04-15 13:21:02.000000+00,false,,2025-04-15 13:21:02.000000+00,2025-04-15 13:21:02.000000+00
50,409,382,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2023-02-21 23:48:39.000000+00,false,,2023-02-21 23:48:39.000000+00,2023-02-21 23:48:39.000000+00
51,412,384,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-07-28 01:21:13.000000+00,false,,2025-07-28 01:21:13.000000+00,2025-07-28 01:21:13.000000+00
52,413,385,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,10:00:00,true,2024-06-26 23:18:20.000000+00,false,,2024-06-26 23:18:20.000000+00,2024-06-26 23:18:20.000000+00
53,433,404,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2023-11-29 13:30:14.000000+00,false,,2023-11-29 13:30:14.000000+00,2023-11-29 13:30:14.000000+00
54,446,416,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2025-02-27 18:03:11.000000+00,false,,2025-02-27 18:03:11.000000+00,2025-02-27 18:03:11.000000+00
55,454,422,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,10:00:00,true,2025-01-26 19:49:53.000000+00,false,,2025-01-26 19:49:53.000000+00,2025-01-26 19:49:53.000000+00
56,456,424,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-07-29 06:22:07.000000+00,false,,2022-07-29 06:22:07.000000+00,2022-07-29 06:22:07.000000+00
57,459,427,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 5 call(s) (threshold: 5),5,40:00:00,true,2022-12-06 09:46:38.000000+00,false,,2022-12-06 09:46:38.000000+00,2022-12-06 09:46:38.000000+00
58,461,429,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,08:00:00,true,2024-01-28 22:22:50.000000+00,false,,2024-01-28 22:22:50.000000+00,2024-01-28 22:22:50.000000+00
59,469,437,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-09-28 17:48:54.000000+00,false,,2022-09-28 17:48:54.000000+00,2022-09-28 17:48:54.000000+00
60,479,446,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-02-13 23:30:09.000000+00,false,,2022-02-13 23:30:09.000000+00,2022-02-13 23:30:09.000000+00
61,481,448,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,24:00:00,true,2023-10-15 17:53:39.000000+00,false,,2023-10-15 17:53:39.000000+00,2023-10-15 17:53:39.000000+00
62,483,450,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,08:00:00,true,2025-04-26 04:21:38.000000+00,false,,2025-04-26 04:21:38.000000+00,2025-04-26 04:21:38.000000+00
63,487,453,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,10:00:00,true,2022-08-10 19:51:52.000000+00,false,,2022-08-10 19:51:52.000000+00,2022-08-10 19:51:52.000000+00
64,488,454,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,10:00:00,true,2024-06-03 20:30:53.000000+00,false,,2024-06-03 20:30:53.000000+00,2024-06-03 20:30:53.000000+00
65,508,472,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-02-19 18:51:19.000000+00,false,,2024-02-19 18:51:19.000000+00,2024-02-19 18:51:19.000000+00
66,526,491,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-08-15 20:55:17.000000+00,false,,2022-08-15 20:55:17.000000+00,2022-08-15 20:55:17.000000+00
67,547,514,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,08:00:00,true,2023-05-15 18:53:26.000000+00,false,,2023-05-15 18:53:26.000000+00,2023-05-15 18:53:26.000000+00
68,549,516,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 5 call(s) (threshold: 5),5,20:00:00,true,2024-04-16 22:18:40.000000+00,false,,2024-04-16 22:18:40.000000+00,2024-04-16 22:18:40.000000+00
69,566,532,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2023-06-24 12:37:19.000000+00,false,,2023-06-24 12:37:19.000000+00,2023-06-24 12:37:19.000000+00
70,567,533,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-05-11 21:35:19.000000+00,false,,2022-05-11 21:35:19.000000+00,2022-05-11 21:35:19.000000+00
71,570,537,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 5 call(s) (threshold: 5),5,20:00:00,true,2025-08-06 08:55:25.000000+00,false,,2025-08-06 08:55:25.000000+00,2025-08-06 08:55:25.000000+00
72,576,543,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-01-18 00:55:08.000000+00,false,,2022-01-18 00:55:08.000000+00,2022-01-18 00:55:08.000000+00
73,582,548,NO_RESPONSE,manager,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,06:00:00,true,2024-09-28 18:37:31.000000+00,false,,2024-09-28 18:37:31.000000+00,2024-09-28 18:37:31.000000+00
74,583,550,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-08-28 01:52:00.000000+00,false,,2025-08-28 01:52:00.000000+00,2025-08-28 01:52:00.000000+00
75,605,571,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-04-21 09:34:35.000000+00,false,,2023-04-21 09:34:35.000000+00,2023-04-21 09:34:35.000000+00
76,606,572,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,16:00:00,true,2024-05-13 03:55:22.000000+00,false,,2024-05-13 03:55:22.000000+00,2024-05-13 03:55:22.000000+00
77,623,589,NO_RESPONSE,manager,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,06:00:00,true,2025-03-28 23:36:02.000000+00,false,,2025-03-28 23:36:02.000000+00,2025-03-28 23:36:02.000000+00
78,630,595,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,08:00:00,true,2022-02-22 12:08:07.000000+00,false,,2022-02-22 12:08:07.000000+00,2022-02-22 12:08:07.000000+00
79,631,596,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-03-14 21:44:29.000000+00,false,,2024-03-14 21:44:29.000000+00,2024-03-14 21:44:29.000000+00
80,634,599,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,16:00:00,true,2023-03-14 13:14:31.000000+00,false,,2023-03-14 13:14:31.000000+00,2023-03-14 13:14:31.000000+00
81,640,606,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,16:00:00,true,2024-11-12 00:40:32.000000+00,false,,2024-11-12 00:40:32.000000+00,2024-11-12 00:40:32.000000+00
82,643,610,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,10:00:00,true,2023-04-16 05:38:44.000000+00,false,,2023-04-16 05:38:44.000000+00,2023-04-16 05:38:44.000000+00
83,645,612,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-12-27 23:47:49.000000+00,false,,2022-12-27 23:47:49.000000+00,2022-12-27 23:47:49.000000+00
84,648,615,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,16:00:00,true,2024-10-20 11:32:05.000000+00,false,,2024-10-20 11:32:05.000000+00,2024-10-20 11:32:05.000000+00
85,652,619,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2024-04-20 02:43:07.000000+00,false,,2024-04-20 02:43:07.000000+00,2024-04-20 02:43:07.000000+00
86,654,621,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-11-11 06:16:55.000000+00,false,,2024-11-11 06:16:55.000000+00,2024-11-11 06:16:55.000000+00
87,656,623,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2022-09-11 02:13:26.000000+00,false,,2022-09-11 02:13:26.000000+00,2022-09-11 02:13:26.000000+00
88,662,629,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2025-06-08 18:33:26.000000+00,false,,2025-06-08 18:33:26.000000+00,2025-06-08 18:33:26.000000+00
89,672,639,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,16:00:00,true,2024-11-09 03:47:50.000000+00,false,,2024-11-09 03:47:50.000000+00,2024-11-09 03:47:50.000000+00
90,703,664,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 4 call(s) (threshold: 4),4,16:00:00,true,2022-07-04 10:15:43.000000+00,false,,2022-07-04 10:15:43.000000+00,2022-07-04 10:15:43.000000+00
91,717,675,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 5 call(s) (threshold: 5),5,10:00:00,true,2023-02-15 03:29:25.000000+00,false,,2023-02-15 03:29:25.000000+00,2023-02-15 03:29:25.000000+00
92,724,682,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-04-02 21:31:42.000000+00,false,,2023-04-02 21:31:42.000000+00,2023-04-02 21:31:42.000000+00
93,727,684,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 3 call(s) (threshold: 3),3,24:00:00,true,2022-08-30 15:40:46.000000+00,false,,2022-08-30 15:40:46.000000+00,2022-08-30 15:40:46.000000+00
94,746,701,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-09-29 22:24:25.000000+00,false,,2025-09-29 22:24:25.000000+00,2025-09-29 22:24:25.000000+00
95,756,711,NO_RESPONSE,manager,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,06:00:00,true,2024-03-29 20:58:02.000000+00,false,,2024-03-29 20:58:02.000000+00,2024-03-29 20:58:02.000000+00
96,787,740,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,16:00:00,true,2025-12-28 06:30:13.000000+00,false,,2025-12-28 06:30:13.000000+00,2025-12-28 06:30:13.000000+00
97,790,743,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,40:00:00,true,2022-09-13 23:20:10.000000+00,false,,2022-09-13 23:20:10.000000+00,2022-09-13 23:20:10.000000+00
98,801,754,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-08-17 07:46:15.000000+00,false,,2024-08-17 07:46:15.000000+00,2024-08-17 07:46:15.000000+00
99,805,758,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-06-24 15:41:08.000000+00,false,,2024-06-24 15:41:08.000000+00,2024-06-24 15:41:08.000000+00
100,806,759,NO_RESPONSE,manager,,Solver 'Ramesh Krishnan' missed 5 call(s) (threshold: 5),5,10:00:00,true,2022-02-11 03:20:00.000000+00,false,,2022-02-11 03:20:00.000000+00,2022-02-11 03:20:00.000000+00
101,826,776,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-08-01 14:08:06.000000+00,false,,2023-08-01 14:08:06.000000+00,2023-08-01 14:08:06.000000+00
102,831,781,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2023-05-20 19:18:26.000000+00,false,,2023-05-20 19:18:26.000000+00,2023-05-20 19:18:26.000000+00
103,835,785,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2024-04-14 16:35:57.000000+00,false,,2024-04-14 16:35:57.000000+00,2024-04-14 16:35:57.000000+00
104,837,787,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 3 call(s) (threshold: 3),3,12:00:00,true,2023-05-18 23:47:37.000000+00,false,,2023-05-18 23:47:37.000000+00,2023-05-18 23:47:37.000000+00
105,849,798,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-12-01 21:05:20.000000+00,false,,2025-12-01 21:05:20.000000+00,2025-12-01 21:05:20.000000+00
106,866,813,NO_RESPONSE,supervisor,,Solver 'Ramesh Krishnan' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-03-02 01:17:28.000000+00,false,,2023-03-02 01:17:28.000000+00,2023-03-02 01:17:28.000000+00
107,868,815,NO_RESPONSE,supervisor,,Solver 'Suresh Pillai' missed 4 call(s) (threshold: 4),4,32:00:00,true,2022-07-25 06:25:44.000000+00,false,,2022-07-25 06:25:44.000000+00,2022-07-25 06:25:44.000000+00
108,871,817,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2025-09-16 12:07:09.000000+00,false,,2025-09-16 12:07:09.000000+00,2025-09-16 12:07:09.000000+00
109,886,832,NO_RESPONSE,supervisor,,Solver 'Kavitha Subramanian' missed 4 call(s) (threshold: 4),4,32:00:00,true,2023-06-10 21:22:11.000000+00,false,,2023-06-10 21:22:11.000000+00,2023-06-10 21:22:11.000000+00
110,892,839,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,12:00:00,true,2024-07-28 06:03:00.000000+00,false,,2024-07-28 06:03:00.000000+00,2024-07-28 06:03:00.000000+00
111,915,859,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 3 call(s) (threshold: 3),3,24:00:00,true,2025-08-26 20:25:22.000000+00,false,,2025-08-26 20:25:22.000000+00,2025-08-26 20:25:22.000000+00
112,957,898,NO_RESPONSE,supervisor,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,24:00:00,true,2025-01-13 06:55:49.000000+00,false,,2025-01-13 06:55:49.000000+00,2025-01-13 06:55:49.000000+00
113,962,903,NO_RESPONSE,supervisor,,Solver 'Mohan Thilak' missed 4 call(s) (threshold: 4),4,32:00:00,true,2025-04-27 21:49:29.000000+00,false,,2025-04-27 21:49:29.000000+00,2025-04-27 21:49:29.000000+00
114,978,916,NO_RESPONSE,manager,,Solver 'Vijay Moorthy' missed 3 call(s) (threshold: 3),3,06:00:00,true,2022-08-21 02:52:44.000000+00,false,,2022-08-21 02:52:44.000000+00,2022-08-21 02:52:44.000000+00
